"Census Tracts in New York, NY",Tract_fips,County_name,County_fips,State_name,State_fips,"Geographic Years Available","% Population, Citizenship - Foreign Born - Not a Citizen, 2016","% Population, Citizenship - Foreign Born - Naturalized, 2016","% Population, Citizenship - Native, 2016","% Employment, Unemployed, 2016","Family Income Total ($), 2016","# Population Not in Poverty, Total, 2016","# Population, Female, Not in Poverty, Total, 2016","% Population, Female, Not in Poverty, Total, 2016","# Population, Male, Not in Poverty, Total, 2016","% Population, Male, Not in Poverty, Total, 2016","% Population Not in Poverty, Total, 2016","# Population, Female, in Poverty, Total, 2016","% Population, Female, in Poverty, Total, 2016","# Population, Male, in Poverty, Total, 2016","% Population, Male, in Poverty, Total, 2016","# Population Poverty Universe, 2016","# Population, Female, Poverty Universe, 2016","# Population, Male, Poverty Universe, 2016","# Population, Not Hispanic, 2016","% Population, Not Hispanic, 2016"
"CT025000, Bronx County, NY","36005025000 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",25.4676,21.0107,53.5217,7.1958,58576506,2237,1102,43.8520,1135,45.1651,89.0171,218,8.6749,58,2.3080,2513,1193,1320,1958,77.9148
"CT025100, Bronx County, NY","36005025100 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",34.1283,12.3570,53.5146,7.1725,65912642,4640,2213,30.8647,2427,33.8494,64.7141,1366,19.0516,1164,16.2343,7170,3591,3579,2231,31.1158
"CT025200, Bronx County, NY","36005025200 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",7.9851,16.9776,75.0373,7.1429,59780499,2180,1099,41.0075,1081,40.3358,81.3433,344,12.8358,156,5.8209,2680,1237,1443,1853,69.1418
"CT025300, Bronx County, NY","36005025300 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",23.4129,15.2358,61.3513,7.1769,52118717,4104,2212,33.4341,1892,28.5973,62.0314,1184,17.8960,1328,20.0726,6616,3220,3396,1618,24.4559
"CT025400, Bronx County, NY","36005025400 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",10.7246,13.4300,75.8454,7.1269,43048758,1765,912,44.0580,853,41.2077,85.2657,170,8.2126,135,6.5217,2070,988,1082,1654,79.9034
"CT025500, Bronx County, NY","36005025500 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",29.6070,21.5094,48.8836,7.1513,49484100,3665,1873,27.8803,1792,26.6746,54.5549,1688,25.1265,1365,20.3185,6718,3157,3561,1444,21.4945
"CT025600, Bronx County, NY","36005025600 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",13.3791,11.8353,74.7856,7.2029,33371024,1455,743,42.4814,712,40.7090,83.1904,163,9.3196,131,7.4900,1749,843,906,958,54.7742
"CT025700, Bronx County, NY","36005025700 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",30.1724,23.5294,46.2982,7.1689,36655666,1398,800,40.5680,598,30.3245,70.8925,245,12.4239,329,16.6836,1972,927,1045,450,22.8195
"CT026100, Bronx County, NY","36005026100 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",6.5686,17.0098,76.4216,7.1818,57808926,1847,1009,49.4608,838,41.0784,90.5392,111,5.4412,82,4.0196,2040,920,1120,1369,67.1078
"CT026300, Bronx County, NY","36005026300 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",28.3478,19.5028,52.1494,7.1863,54893202,5037,2812,38.6211,2225,30.5590,69.1801,1196,16.4263,1048,14.3936,7281,3273,4008,2143,29.4328
"CT026400, Bronx County, NY","36005026400 ","Bronx County, NY","36005 ","New York","36 ","2010, 2014",3.4721,16.8617,79.6662,7.1767,117564033,4273,2121,40.6867,2152,41.2814,81.9682,597,11.4521,343,6.5797,5213,2495,2718,3163,60.6752
